LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow,JT1
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,44,131.16,123.79,1,4.51,173,0.762427569
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,45,131.16,123.79,1,4.51,172,0.762427569
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,46,155.65,104.31,1,4.51,185.5,0.642467074
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,47,137.86,117.77,1,4.51,169.5,0.725373567
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,48,137.86,117.77,1,4.51,167.5,0.725373567
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,49,137.86,117.77,1,4.51,181,0.725373567
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,50,156.4,103.81,1,4.51,173.5,0.639386189
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,51,156.4,103.81,1,4.51,177.5,0.639386189
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,52,156.4,103.81,1,4.51,174.75,0.639386189
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,53,155.68,104.29,1,4.51,187,0.642343268
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,54,157.67,102.97,1,4.51,173,0.634236063
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,55,159.65,101.7,1,4.51,181,0.626370185
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,56,151.23,107.36,1,4.51,173.5,0.661244462
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,57,163.65,99.21,1,4.51,184,0.611060189
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,58,176.06,92.22,1,4.51,174.75,0.567988186
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,59,155.09,104.69,1,4.51,181.75,0.644786898
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,60,177.95,91.24,1,4.51,198.5,0.561955606
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,61,191.46,84.8,1,4.51,205.25,0.522302309
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,62,144.96,112,1,4.51,198.5,0.689845475
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,63,159.72,101.65,1,4.51,209,0.626095667
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,64,174.47,93.06,1,4.51,237.5,0.573164441
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,65,174.47,93.06,1,4.51,253,0.573164441
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,66,147.08,110.39,1,4.51,242.5,0.679902094
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,67,147.08,110.39,1,4.51,256.75,0.679902094
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,68,147.98,109.72,1,4.51,257,0.675766996
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,69,147.98,109.72,1,4.51,292,0.675766996
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,70,239.93,67.67,1,4.51,277.25,0.41678823
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,71,239.93,67.67,1,4.51,291,0.41678823
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,72,142.51,113.93,1,4.51,236.25,0.701705143
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,73,160.06,101.44,1,4.51,225,0.624765713
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,74,160.06,101.44,1,4.51,198,0.624765713
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,75,140.04,115.94,1,4.51,160.25,0.714081691
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,76,140.04,115.94,1,4.51,153.5,0.714081691
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,77,140.04,115.94,1,4.51,148,0.714081691
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,78,146.79,110.61,1,4.51,129,0.681245316
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,79,153.53,105.75,1,4.51,110.75,0.651338501
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,80,153.53,105.75,1,4.51,90,0.651338501
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,81,153.53,105.75,1,4.51,98,0.651338501
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,82,156.72,103.6,1,4.51,82.5,0.638080653
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,83,156.72,103.6,1,4.51,72,0.638080653
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,84,148.86,109.07,1,4.51,66.5,0.671772135
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,85,148.86,109.07,1,4.51,76,0.671772135
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,86,148.86,109.07,1,4.51,74.25,0.671772135
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,87,140.66,115.43,1,4.51,71,0.710934167
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,88,140.66,115.43,1,4.51,70,0.710934167
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,89,140.66,115.43,1,4.51,63,0.710934167
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,90,140.66,115.43,1,4.51,55.5,0.710934167
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,91,140.66,115.43,1,4.51,59,0.710934167
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,92,148.55,109.3,3,4.51,48,0.673174015
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,93,143.89,112.84,3,4.51,49,0.694975328
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,94,140.72,115.38,3,4.51,38.5,0.71063104
AL100,A414 between M1 J7 and A405 (AL100),1/3/13 0:00,95,159.18,102,3,4.51,37.5,0.628219626
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,0,135.79,119.57,3,4.51,21,0.736431254
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,1,162.26,100.06,3,4.51,24,0.616294835
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,2,148.78,109.13,3,4.51,24.75,0.672133351
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,3,124.25,130.67,3,4.51,19,0.804828974
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,4,153.08,106.06,3,4.51,19,0.653253201
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,5,146.01,111.2,3,4.51,17.25,0.684884597
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,6,139.06,116.76,3,4.51,14.5,0.719114051
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,7,173.92,93.35,3,4.51,18.5,0.574977001
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,8,143.17,113.4,3,4.51,12.5,0.69847035
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,9,191.01,85,3,4.51,15,0.523532799
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,10,162.73,99.77,5,4.51,16.5,0.614514841
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,11,152.45,106.5,3,4.51,16.5,0.655952771
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,12,161.6,100.47,3,4.51,18.5,0.618811881
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,13,133.25,121.85,3,4.51,20.5,0.750469043
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,14,125.34,129.54,3,4.51,24,0.797829903
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,15,175.32,92.61,3,4.51,18,0.570385581
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,16,155.63,104.32,3,4.51,17.5,0.642549637
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,17,162.73,99.77,5,4.51,21.5,0.614514841
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,18,174.47,93.06,3,4.51,30.75,0.573164441
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,19,142.4,114.02,3,4.51,32,0.702247191
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,20,152.81,106.25,3,4.51,39,0.654407434
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,21,168.5,96.36,3,4.51,60.25,0.59347181
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,22,147.47,110.1,3,4.51,85,0.678104021
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,23,156.67,103.63,3,4.51,82.5,0.638284292
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,24,140.94,115.2,1,4.51,95.25,0.709521782
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,25,140.94,115.2,1,4.51,106,0.709521782
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,26,140.94,115.2,1,4.51,158,0.709521782
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,27,152.24,106.65,1,4.51,185.5,0.656857593
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,28,163.54,99.28,1,4.51,205,0.6114712
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,29,154.51,105.08,1,4.51,254.5,0.6472073
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,30,145.48,111.6,1,4.51,268.5,0.687379709
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,31,143.68,113,1,4.51,259,0.695991091
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,32,143.68,113,1,4.51,242.5,0.695991091
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,33,147.34,110.19,1,4.51,259.5,0.678702321
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,34,147.34,110.19,1,4.51,261,0.678702321
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,35,148.79,109.12,1,4.51,204,0.672088178
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,36,150.24,108.07,1,4.51,182.5,0.665601704
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,37,147.52,110.06,1,4.51,176.5,0.677874187
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,38,119.31,136.08,1,4.51,165.5,0.838152711
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,39,160.1,101.41,1,4.51,147.5,0.624609619
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,40,164,99,1,4.51,159,0.609756098
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,41,127.07,127.77,1,4.51,155,0.786967813
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,42,158.46,102.46,1,4.51,167.5,0.631074088
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,43,161.47,100.55,1,4.51,151,0.619310089
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,44,164.48,98.71,1,4.51,153,0.607976654
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,45,153.85,105.53,1,4.51,156.5,0.64998375
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,46,161.39,100.6,1,4.51,168.5,0.619617077
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,47,160.09,101.42,1,4.51,165.5,0.624648635
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,48,158.79,102.25,1,4.51,159,0.62976258
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,49,150.61,107.8,1,4.51,180.5,0.663966536
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,50,142.42,114,1,4.51,170.5,0.702148575
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,51,139.7,116.22,1,4.51,174,0.715819613
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,52,136.98,118.53,1,4.51,185,0.730033582
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,53,135.51,119.81,1,4.51,198.75,0.737952919
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,54,134.03,121.14,1,4.51,190.5,0.746101619
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,55,141.17,115.01,1,4.51,174.5,0.7083658
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,56,148.31,109.47,1,4.51,182.5,0.674263367
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,57,140.54,115.53,1,4.51,181,0.711541198
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,58,132.77,122.29,1,4.51,173.5,0.753182195
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,59,153.43,105.82,1,4.51,183.5,0.651763019
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,60,158.19,102.64,1,4.51,198.5,0.632151211
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,61,158.19,102.64,1,4.51,203,0.632151211
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,62,145.75,111.4,1,4.51,209.5,0.686106346
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,63,145.75,111.4,1,4.51,190,0.686106346
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,64,154.19,105.3,1,4.51,230,0.64855049
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,65,154.19,105.3,1,4.51,230,0.64855049
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,66,137.67,117.93,1,4.51,231.5,0.726374664
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,67,137.67,117.93,1,4.51,225.5,0.726374664
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,68,169.34,95.88,1,4.51,258.5,0.590527932
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,69,169.34,95.88,1,4.51,259.5,0.590527932
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,70,152.01,106.81,1,4.51,243,0.657851457
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,71,152.01,106.81,1,4.51,220,0.657851457
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,72,155.44,104.45,1,4.51,216,0.643335049
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,73,146.73,110.65,1,4.51,203,0.681523887
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,74,138.01,117.64,1,4.51,156,0.724585175
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,75,138.01,117.64,1,4.51,137.5,0.724585175
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,76,138.01,117.64,1,4.51,136,0.724585175
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,77,138.77,117,1,4.51,114.5,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,78,138.77,117,1,4.51,130,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,79,138.77,117,1,4.51,99,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,80,138.77,117,1,4.51,89.5,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,81,148.25,109.52,1,4.51,77,0.674536256
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,82,157.72,102.94,1,4.51,81.5,0.634034999
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,83,157.72,102.94,1,4.51,73.75,0.634034999
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,84,166.68,97.41,1,4.51,79,0.599952004
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,85,166.68,97.41,1,4.51,71,0.599952004
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,86,167.69,96.82,1,4.51,63,0.596338482
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,87,168.7,96.24,1,4.51,62,0.592768228
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,88,168.7,96.24,1,4.51,60.5,0.592768228
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,89,168.7,96.24,1,4.51,58,0.592768228
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,90,168.7,96.24,1,4.51,52.5,0.592768228
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,91,149.78,108.4,3,4.51,49.5,0.667645881
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,92,144.36,112.47,3,4.51,42,0.692712663
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,93,160.66,101.06,3,4.51,43.5,0.622432466
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,94,151.54,107.14,3,4.51,37.5,0.659891778
AL100,A414 between M1 J7 and A405 (AL100),1/4/13 0:00,95,162.73,99.77,5,4.51,34,0.614514841
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,0,123.72,131.23,3,4.51,33,0.808276754
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,1,147.68,109.94,3,4.51,31.75,0.677139762
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,2,148.36,109.44,3,4.51,29.5,0.674036128
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,3,146.88,110.54,3,4.51,27.5,0.680827887
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,4,151.15,107.42,3,4.51,26,0.661594443
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,5,138.11,117.56,3,4.51,21.75,0.724060531
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,6,151.65,107.06,3,4.51,21,0.659413122
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,7,140.83,115.29,3,4.51,21,0.710075978
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,8,156.58,103.69,3,4.51,17.75,0.638651169
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,9,173.04,93.83,3,4.51,20.5,0.577901063
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,10,135.07,120.2,3,4.51,17.5,0.740356852
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,11,149.04,108.94,3,4.51,16.5,0.670960816
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,12,155.55,104.38,3,4.51,17,0.642880103
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,13,150.68,107.75,3,4.51,17.25,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,14,160.35,101.25,3,4.51,19.75,0.623635797
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,15,140.21,115.8,3,4.51,16.25,0.71321589
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,16,153.17,106,3,4.51,15.5,0.652869361
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,17,170.58,95.18,3,4.51,19,0.586235198
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,18,127.07,127.77,1,4.51,26,0.786967813
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,19,127.07,127.77,1,4.51,23.5,0.786967813
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,20,127.07,127.77,1,4.51,27,0.786967813
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,21,153.24,105.95,1,4.51,38,0.65257113
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,22,179.4,90.5,1,4.51,61.5,0.557413601
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,23,179.4,90.5,1,4.51,50,0.557413601
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,24,179.4,90.5,1,4.51,56,0.557413601
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,25,156.75,103.58,3,4.51,45.5,0.637958533
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,26,150.37,107.97,3,4.51,58,0.665026269
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,27,152.06,106.77,3,4.51,65.5,0.657635144
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,28,144.04,112.72,3,4.51,59.5,0.694251597
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,29,156.49,103.75,1,4.51,64.5,0.639018468
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,30,156.49,103.75,1,4.51,83,0.639018468
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,31,156.49,103.75,1,4.51,99,0.639018468
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,32,156.49,103.75,1,4.51,88.5,0.639018468
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,33,136.11,119.29,1,4.51,99,0.734699875
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,34,136.11,119.29,1,4.51,115.5,0.734699875
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,35,136.11,119.29,1,4.51,113.75,0.734699875
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,36,136.11,119.29,1,4.51,96,0.734699875
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,37,147.25,110.26,3,4.51,120,0.679117148
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,38,149.89,108.32,3,4.51,129.5,0.667155914
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,39,148.28,109.5,3,4.51,140,0.674399784
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,40,153.44,105.81,1,4.51,134.5,0.651720542
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,41,153.44,105.81,1,4.51,136.5,0.651720542
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,42,153.44,105.81,1,4.51,155,0.651720542
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,43,141.11,115.06,1,4.51,161,0.708666997
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,44,128.77,126.09,1,4.51,154.75,0.776578396
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,45,128.77,126.09,1,4.51,173.75,0.776578396
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,46,129.27,125.6,1,4.51,171,0.773574689
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,47,129.77,125.11,1,4.51,173.5,0.770594128
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,48,129.77,125.11,1,4.51,174.25,0.770594128
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,49,129.77,125.11,1,4.51,181.25,0.770594128
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,50,135.63,119.71,1,4.51,182.75,0.737300007
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,51,141.49,114.75,1,4.51,180.25,0.706763729
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,52,141.49,114.75,1,4.51,189.25,0.706763729
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,53,145.41,111.66,1,4.51,193,0.687710611
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,54,149.32,108.73,1,4.51,182,0.669702652
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,55,138.77,117,1,4.51,175.5,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,56,138.77,117,1,4.51,168.5,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,57,138.77,117,1,4.51,174,0.720616848
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,58,146.01,111.2,3,4.51,170,0.684884597
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,59,131.54,123.43,3,4.51,159.5,0.760225027
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,60,148.55,109.3,3,4.51,154.25,0.673174015
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,61,162.13,100.14,3,4.51,159.5,0.616788996
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,62,134.78,120.46,1,4.51,151.5,0.741949844
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,63,134.78,120.46,1,4.51,154.25,0.741949844
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,64,134.78,120.46,1,4.51,148.5,0.741949844
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,65,134.78,120.46,1,4.51,156.75,0.741949844
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,66,134.78,120.46,1,4.51,155.25,0.741949844
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,67,148.35,109.44,3,4.51,143.25,0.674081564
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,68,173.24,93.72,1,4.51,138.5,0.577233895
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,69,173.24,93.72,1,4.51,149.75,0.577233895
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,70,173.24,93.72,1,4.51,142.75,0.577233895
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,71,149.45,108.64,1,4.51,137.5,0.669120107
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,72,128.78,126.08,1,4.51,131.5,0.776518093
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,73,128.78,126.08,1,4.51,129,0.776518093
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,74,128.78,126.08,1,4.51,121,0.776518093
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,75,163.11,99.54,3,4.51,114,0.613083195
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,76,138.67,117.08,1,4.51,106,0.721136511
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,77,138.67,117.08,1,4.51,88.5,0.721136511
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,78,138.67,117.08,1,4.51,86.5,0.721136511
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,79,141.99,114.35,1,4.51,82,0.704274949
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,80,145.31,111.73,1,4.51,67.5,0.688183883
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,81,145.31,111.73,1,4.51,67.75,0.688183883
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,82,145.31,111.73,1,4.51,57,0.688183883
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,83,149.97,108.26,3,4.51,56,0.666800027
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,84,160.21,101.34,3,4.51,56.5,0.624180763
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,85,146.13,111.11,3,4.51,47,0.684322179
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,86,149.2,108.82,3,4.51,53.75,0.670241287
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,87,154.17,105.31,3,4.51,48,0.648634624
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,88,141.05,115.11,3,4.51,49,0.708968451
AL100,A414 between M1 J7 and A405 (AL100),1/5/13 0:00,89,150.6,107.81,1,4.51,48.75,0.664010624
